,4/7/20,4/8/20,4/9/20
Fuller Hospital (FKA Arbour - Fuller Memorial Hospital),0.0,0.0,NA
Fulton County Health Center,2.0,2.0,NA
Fulton County Hospital,2.0,2.0,NA
Fulton County Medical Center,1.0,1.0,NA
Fulton Medical Center (AKA Callaway Community Hospital),1.0,1.0,NA
Fulton State Hospital,0.0,0.0,NA
G Werber Bryan Psychiatric Hospital,0.0,0.0,NA
GV Sonny Montgomery VA Medical Center,2.0,2.0,NA
Gadsden Regional Medical Center,8.0,8.0,NA
Galesburg Cottage Hospital,2.0,2.0,NA
Galion Hospital (FKA Galion Community Hospital),2.0,2.0,NA
Gallup Indian Medical Center,1.0,1.0,NA
Garden City Hospital,9.0,9.0,NA
Garden Grove Hospital Medical Center,5.0,5.0,NA
Garden Park Medical Center,3.0,3.0,NA
Garfield County Health Center,0.0,0.0,NA
Garfield County Public Hospital (AKA Garfield Country Hospital District),0.0,0.0,NA
Garfield Medical Center,5.0,5.0,NA
Garfield Memorial Hospital,0.0,0.0,NA
Garfield Park Hospital,0.0,0.0,NA
Garland Behavioral Hospital,0.0,0.0,NA
Garrett County Memorial Hospital (AKA Garrett Regional Medical Center),2.0,2.0,NA
Gateway Regional Medical Center,2.0,2.0,NA
Gateway Rehabilitation Hospital,1.0,1.0,NA
Gateways Hospital,0.0,0.0,NA
Gaylord Hospital (AKA Gaylord Specialty Healthcare),3.0,3.0,NA
Geary Community Hospital,2.0,2.0,NA
Geisinger Bloomsburg Hospital,2.0,2.0,NA
Geisinger Community Medical Center,9.0,9.0,NA
Geisinger Encompass Health Rehabilitation Hospital (FKA Geisinger HealthSouth Rehabilitation Hospital),0.0,0.0,NA
Geisinger Holy Spirit (FKA Holy Spirit Hospital),10.0,10.0,NA
Geisinger Jersey Shore Hospital,2.0,2.0,NA
Geisinger Lewistown Hospital,3.0,3.0,NA
Geisinger Medical Center,20.0,20.0,NA
Geisinger St Lukes Hospital,0.0,0.0,NA
Geisinger Wyoming Valley Medical Center,12.0,12.0,NA
General Leonard Wood Army Community Hospital,0.0,0.0,NA
Generations Behavioral Health - Geneva,0.0,0.0,NA
Generations Behavioral Health - Youngstown,0.0,0.0,NA
Genesis Behavioral Hospital,0.0,0.0,NA
Genesis Hospital (AKA Genesis Healthcare System),12.0,12.0,NA
Genesis Medical Center - Aledo (FKA Mercer County Hospital),0.0,0.0,NA
Genesis Medical Center - Dewitt,1.0,1.0,NA
Genesis Medical Center - East Rusholme Street,7.0,7.0,NA
Genesis Medical Center - Silvis (FKA Genesis Medical Center -Illini Campus),2.0,2.0,NA
Geneva General Hospital,3.0,3.0,NA
Genoa Community Hospital,0.0,0.0,NA
George C Grape Community Hospital,1.0,1.0,NA
George E Weems Memorial Hospital,1.0,1.0,NA
George Regional Hospital,2.0,2.0,NA
George Washington University Hospital,18.0,18.0,NA
Georgetown Behavioral Health Institute,0.0,0.0,NA
Georgetown Community Hospital,2.0,2.0,NA
Georgia Regional Hospital-Atlanta,0.0,0.0,NA
Georgia Regional Hospital-Savannah,0.0,0.0,NA
Gerald Champion Regional Medical Center,2.0,2.0,NA
Gibson Area Hospital and Health Services,2.0,2.0,NA
Gibson General Hospital,1.0,1.0,NA
Gifford Medical Center,2.0,2.0,NA
Gila Regional Medical Center,2.0,2.0,NA
Gillette Childrens Specialty Health,2.0,2.0,NA
Girard Medical Center,0.0,0.0,NA
Glacial Ridge Hospital,1.0,1.0,NA
Glen Cove Hospital,4.0,4.0,NA
Glen Oaks Hospital,0.0,0.0,NA
Glen Rose Medical Center,2.0,2.0,NA
Glenbeigh Hospital of Rock Creek,0.0,0.0,NA
Glencoe Regional Health Services,1.0,1.0,NA
Glendale Memorial Hospital,5.0,5.0,NA
Glendive Medical Center,2.0,2.0,NA
Glendora Oaks Behavioral Health Hospital (FKA Glendora Community Hospital),2.0,2.0,NA
Glenmont (Christian Science Nursing Facility),0.0,0.0,NA
Glenn Medical Center,1.0,1.0,NA
Glens Falls Hospital,4.0,4.0,NA
Glenwood Regional Medical Center,10.0,10.0,NA
Golden Plains Community Hospital,2.0,2.0,NA
Golden Valley Memorial Hospital,2.0,2.0,NA
Goleta Valley Cottage Hospital,1.0,1.0,NA
Golisano Childrens Hospital,0.0,0.0,NA
Gonzales Memorial Hospital,2.0,2.0,NA
Good Hope Hospital,0.0,0.0,NA
Good Samaritan Hospital,4.0,4.0,NA
Good Samaritan Hospital Medical Center,25.0,25.0,NA
Good Samaritan Medical Center,11.0,11.0,NA
Good Samaritan Medical Center (FKA Exempla Good Samaritan Medical Center LLC),6.0,6.0,NA
Good Samaritan Regional Medical Center,4.0,4.0,NA
Good Shepherd Medical Center,2.0,2.0,NA
Good Shepherd Rehabilitation Hospital - Allentown,2.0,2.0,NA
Good Shepherd Specialty Hospital,3.0,3.0,NA
Goodall Witcher Healthcare Foundation,2.0,2.0,NA
Goodland Regional Medical Center,1.0,1.0,NA
Gordon Memorial Hospital District,0.0,0.0,NA
Goshen Health Hospital,3.0,3.0,NA
Gothenburg Memorial Hospital,1.0,1.0,NA
Gottlieb Memorial Hospital,6.0,6.0,NA
Gouverneur Hospital (FKA Edward John Noble Hospital of Gouverneur),1.0,1.0,NA
Gov Juan F Luis Hospital & Medical Center,3.0,3.0,NA
Gove County Medical Center,0.0,0.0,NA
Grace Cottage Hospital,0.0,0.0,NA
Grace Hospital - South Pointe,2.0,2.0,NA
Grace Medical Center (AKA Grace Health System),2.0,2.0,NA
Grace Medical Center (FKA Bon Secours Baltimore Hospital),3.0,3.0,NA
Grady General Hospital,2.0,2.0,NA
Grady Hospital (AKA Grady Memorial Hospital Corporation),14.0,14.0,NA
Grady Memorial Hospital,2.0,2.0,NA
Grafton City Hospital,1.0,1.0,NA
Graham County Hospital,1.0,1.0,NA
Graham Hospital Association,2.0,2.0,NA
Graham Regional Medical Center,2.0,2.0,NA
Grand Itasca Clinic & Hospital,2.0,2.0,NA
Grand River Medical Center (AKA Grand River Health),2.0,2.0,NA
Grand Strand Medical Center,15.0,15.0,NA
Grand View Hospital (AKA Grand View Health),4.0,4.0,NA
Grande Ronde Hospital,2.0,2.0,NA
Grandview Medical Center,5.0,5.0,NA
Grandview Medical Center (FKA Trinity Medical Center),8.0,8.0,NA
Granite County Medical Center,0.0,0.0,NA
Grant Blackford Mental Health (AKA Cornerstone Behavioral Health),0.0,0.0,NA
Grant Memorial Hospital,2.0,2.0,NA
Grant Regional Health Center,1.0,1.0,NA
Granville Medical Center (AKA Granville Health System),2.0,2.0,NA
Grays Harbor Community Hospital - West/Main Campus,5.0,5.0,NA
Great Falls Clinic Hospital,2.0,2.0,NA
Great Plains Health (FKA Great Plains Medical Center),6.0,6.0,NA
Great Plains Regional Medical Center,3.0,3.0,NA
Great River Medical Center,3.0,3.0,NA
Greater Baltimore Medical Center (AKA GBMC HealthCare),10.0,10.0,NA
Greater Binghamton Health Center,0.0,0.0,NA
Greater Bridgeport Community Mental Health Center,0.0,0.0,NA
Greater El Monte Community Hospital,3.0,3.0,NA
Greater Regional Medical Center,2.0,2.0,NA
Greeley County Health Services,1.0,1.0,NA
Greenbrier Valley Medical Center,2.0,2.0,NA
Greene County General Hospital,2.0,2.0,NA
Greene County Hospital,1.0,1.0,NA
Greene County Medical Center,1.0,1.0,NA
Greene Memorial Hospital,2.0,2.0,NA
Greeneville Community Hospital East (FKA Laughlin Memorial Hospital),3.0,3.0,NA
Greeneville Community Hospital West (FKA Takoma Regional Hospital),2.0,2.0,NA
Greenleaf Behavioral Health Hospital,0.0,0.0,NA
Greenville Memorial Hospital,27.0,27.0,NA
Greenwich Hospital,4.0,4.0,NA
Greenwood County Hospital,0.0,0.0,NA
Greenwood Leflore Hospital,5.0,5.0,NA
Greenwood Regional Rehabilitation Hospital,2.0,2.0,NA
Greer Memorial Hospital,2.0,2.0,NA
Greystone Park Psychiatric Hospital,0.0,0.0,NA
Griffin Hospital,3.0,3.0,NA
Griffin Memorial Hospital,0.0,0.0,NA
Grisell Memorial Hospital,0.0,0.0,NA
Gritman Medical Center,2.0,2.0,NA
Grove Creek Medical Center,0.0,0.0,NA
Grove Hill Memorial Hospital,1.0,1.0,NA
Grover C Dils Medical Center,0.0,0.0,NA
Guadalupe County Hospital,0.0,0.0,NA
Guadalupe Regional Medical Center,5.0,5.0,NA
Guam Memorial Hospital Authority,2.0,2.0,NA
Guam Regional Medical City,3.0,3.0,NA
Gulf Breeze Hospital,2.0,2.0,NA
Gulf Coast Medical Center,23.0,23.0,NA
Gulf Coast Regional Medical Center,8.0,8.0,NA
Gulf Coast Treatment Center,0.0,0.0,NA
Gulf Coast Veterans Health Care System (AKA Biloxi VA Medical Center),0.0,0.0,NA
Gulfport Behavioral Health System,0.0,0.0,NA
Gundersen Boscobel Area Hospital (FKA Boscobel Area Health Care),1.0,1.0,NA
Gundersen Lutheran Medical Center (FKA Gundersen Lutheran Medical Center),5.0,5.0,NA
Gundersen Moundview Hospital (FKA Moundview Memorial Hospital and Clinics),0.0,0.0,NA
Gundersen Palmer Lutheran Hospital (FKA Palmer Lutheran Health Center),0.0,0.0,NA
Gundersen St Josephs Hospital (AKA Hillsboro Hospital),1.0,1.0,NA
Gundersen Tri-County Hospital,2.0,2.0,NA
Gunnison Valley Health,2.0,2.0,NA
Gunnison Valley Hospital,2.0,2.0,NA
Guthrie Corning Hospital,3.0,3.0,NA
Guthrie Cortland Medical Center (FKA Cortland Regional Medical Center),2.0,2.0,NA
Guthrie County Hospital,0.0,0.0,NA
Guthrie Robert Packer Hospital,11.0,11.0,NA
Guthrie Towanda Memorial Hospital (AKA Memorial Hospital Inc of Towanda),2.0,2.0,NA
Guthrie Troy Community Hospital,2.0,2.0,NA
Guttenberg Municipal Hospital,1.0,1.0,NA
H C Watkins Memorial Hospital,0.0,0.0,NA
HCA Houston Healthcare Medical Center (AKA Park Plaza Hospital),3.0,3.0,NA
HIMA San Pablo Bayamon Hospital,3.0,3.0,NA
HIMA San Pablo Caguas Hospital,4.0,4.0,NA
HIMA San Pablo Cupey (FKA Hospital San Gerardo),2.0,2.0,NA
HIMA San Pablo Fajardo,2.0,2.0,NA
HIMA San Pablo Humacao Hospital,2.0,2.0,NA
HSHS Good Shepherd Hospital (FKA Shelby Memorial Hospital),2.0,2.0,NA
HSHS Holy Family Hospital (FKA Greenville Regional Hospital),2.0,2.0,NA
HSHS Sacred Heart Hospital,5.0,5.0,NA
HSHS St Anthonys Memorial Hospital,2.0,2.0,NA
HSHS St Clare Memorial Hospital (FKA Community Memorial Hospital),1.0,1.0,NA
HSHS St Elizabeths Hospital,4.0,4.0,NA
HSHS St Francis Hospital,2.0,2.0,NA
HSHS St Johns Hospital,10.0,10.0,NA
HSHS St Josephs Hospital,2.0,2.0,NA
HSHS St Josephs Hospital - Breese,2.0,2.0,NA
HSHS St Josephs Hospital - Highland,1.0,1.0,NA
HSHS St Marys Hospital,4.0,4.0,NA
HSHS St Marys Hospital Medical Center,2.0,2.0,NA
HSHS St Nicholas Hospital,2.0,2.0,NA
HSHS St Vincent Hospital,4.0,4.0,NA
Habersham Medical Center,2.0,2.0,NA
Hackensack Meridian Health Mountainside Medical Center,7.0,7.0,NA
Hackensack Meridian Health Pascack Valley Medical Center,5.0,5.0,NA
Hackensack University Medical Center,29.0,29.0,NA
Hackettstown Medical Center,4.0,4.0,NA
Hale County Hospital,0.0,0.0,NA
Hale Ho Ola Hamakua (FKA Honoka a Hospital),0.0,0.0,NA
Halifax Health Medical Center of Daytona Beach,14.0,14.0,NA
Halifax Health UF Health Medical Center of Deltona Hospital,0.0,0.0,NA
Hamilton Center,0.0,0.0,NA
Hamilton County Hospital,0.0,0.0,NA
Hamilton General Hospital,1.0,1.0,NA
Hamilton Medical Center (AKA Hamilton Health Care System),8.0,8.0,NA
Hamilton Memorial Hospital District,2.0,2.0,NA
Hammond Henry Hospital,1.0,1.0,NA
Hampshire Memorial Hospital,2.0,2.0,NA
Hampstead Hospital,0.0,0.0,NA
Hampton Behavioral Health Center,0.0,0.0,NA
Hampton Regional Medical Center,2.0,2.0,NA
Hampton VA Medical Center,2.0,2.0,NA
Hancock County Hospital (FKA Wellmont Hancock County Hospital),1.0,1.0,NA
Hancock County Memorial Hospital (AKA Hancock County Health System Memorial Hospital),0.0,0.0,NA
Hancock Regional Hospital (AKA Hancock Health),4.0,4.0,NA
Hannibal Regional Hospital,4.0,4.0,NA
Hanover Campus and Hanover Hospital,2.0,2.0,NA
Hanover Hospital,1.0,1.0,NA
Hansen Family Hospital (FKA Ellsworth Municipal Hospital),2.0,2.0,NA
Hansford County Hospital District,2.0,2.0,NA
Harbor - UCLA Medical Center,6.0,6.0,NA
Harbor Beach Community Hospital,1.0,1.0,NA
Harbor Oaks Hospital,0.0,0.0,NA
Harborview Medical Center,23.0,23.0,NA
Hardeman County Memorial Hospital,0.0,0.0,NA
Hardin County General Hospital,0.0,0.0,NA
Hardin Medical Center,2.0,2.0,NA
Hardin Memorial Hospital,7.0,7.0,NA
Hardtner Medical Center,2.0,2.0,NA
Harlan ARH Hospital,8.0,8.0,NA
Harlan County Health System,0.0,0.0,NA
Harlingen Medical Center,6.0,6.0,NA
Harmon Hospital,0.0,0.0,NA
Harmon Memorial Hospital,0.0,0.0,NA
Harney District Hospital,2.0,2.0,NA
Harper County Community Hospital,0.0,0.0,NA
Harrington Memorial Hospital,3.0,3.0,NA
Harris Regional Hospital (FKA CJ Harris Community Hospital),3.0,3.0,NA
Harrisburg Medical Center,2.0,2.0,NA
Harrison Community Hospital,2.0,2.0,NA
Harrison County Community Hospital,2.0,2.0,NA
Harrison County Hospital,2.0,2.0,NA
Harrison Medical Center - Bremerton,14.0,14.0,NA
Harrison Memorial Hospital,2.0,2.0,NA
Harry S Truman Memorial Veterans Hospital,2.0,2.0,NA
Harsha Behavioral Center,0.0,0.0,NA
Hartford Hospital,14.0,14.0,NA
Hartgrove Hospital (AKA Hartgrove Behavioral Health System),0.0,0.0,NA
Haskell Memorial Hospital,0.0,0.0,NA
Hastings Regional Center,0.0,0.0,NA
Havasu Regional Medical Center,5.0,5.0,NA
Haven Behavioral Hospital of Albuquerque,0.0,0.0,NA
Haven Behavioral Hospital of Dayton (FKA Haven Behavioral Senior Care of Dayton),0.0,0.0,NA
Haven Behavioral Hospital of Eastern Pennsylvania,0.0,0.0,NA
Haven Behavioral Hospital of Frisco,0.0,0.0,NA
Haven Behavioral Hospital of Philadelphia,0.0,0.0,NA
Haven Behavioral Hospital of Phoenix,0.0,0.0,NA
Havenwyck Hospital,0.0,0.0,NA
Haverhill Pavilion Behavioral Health Hospital (FKA the Whittier Pavilion),0.0,0.0,NA
Hawaii State Hospital,0.0,0.0,NA
Hawarden Regional Healthcare (FKA Hawarden Community Hospital),0.0,0.0,NA
Hawkins County Memorial Hospital (FKA Wellmont Hawkins County Memorial Hospital),2.0,2.0,NA
Hawthorn Center,0.0,0.0,NA
Hawthorn Childrens Psychiatric Hospital,0.0,0.0,NA
Haxtun Hospital District,0.0,0.0,NA
Hayward Area Memorial Hospital,1.0,1.0,NA
Haywood Regional Medical Center (FKA Medwest Haywood),3.0,3.0,NA
Hazard ARH Regional Medical Center,20.0,20.0,NA
Hazel Hawkins Memorial Hospital,2.0,2.0,NA
Healdsburg District Hospital,2.0,2.0,NA
HealthAlliance Hospital Broadway Campus (FKA Kingston Hospital),4.0,4.0,NA
HealthAlliance Hospital Marys Ave Campus (FKA Benedictine Hospital),1.0,1.0,NA
Healthmark Regional Medical Center,1.0,1.0,NA
Healthsource Saginaw,0.0,0.0,NA
Heart Hospital of Lafayette,2.0,2.0,NA
Heart of America Medical Center,0.0,0.0,NA
Heart of Texas Healthcare System (AKA Heart of Texas Memorial Hospital),2.0,2.0,NA
Heart of the Rockies Regional Medical Center,2.0,2.0,NA
Heartland Behavioral Healthcare Hospital,0.0,0.0,NA
Heartland Behavioral Hospital,0.0,0.0,NA
Heartland Regional Medical Center,4.0,4.0,NA
Heber Valley Hospital (FKA Heber Valley Medical Center),0.0,0.0,NA
Hebrew Senior Care,0.0,0.0,NA
Hebrew SeniorLife - Hebrew Rehabilitation Center,2.0,2.0,NA
Hedrick Medical Center,2.0,2.0,NA
Hegg Memorial Health Center Avera,0.0,0.0,NA
Heinz Rehab Hospital (FKA John Heinz Institute of Rehab Medicine),0.0,0.0,NA
Helen Hayes Hospital,0.0,0.0,NA
Helen Keller Hospital,4.0,4.0,NA
Helen L and Martin S Kimmel Pavilion,0.0,0.0,NA
Helen M Simpson Rehabilitation Hospital,0.0,0.0,NA
Helen Newberry Joy Hospital,1.0,1.0,NA
Helena Regional Medical Center,2.0,2.0,NA
Hemet Valley Medical Center,6.0,6.0,NA
Hemphill County Hospital,0.0,0.0,NA
Henderson County Community Hospital,1.0,1.0,NA
Henderson Health Care Services,0.0,0.0,NA
Henderson Hospital,6.0,6.0,NA
Hendrick Center for Rehabilitation,1.0,1.0,NA
Hendrick Medical Center,17.0,17.0,NA
Hendricks Community Hospital,0.0,0.0,NA
Hendricks Regional Health - Danville Hospital,4.0,4.0,NA
Hendry Regional Medical Center,2.0,2.0,NA
Hennepin County Medical Center (AKA Hennepin Healthcare),16.0,16.0,NA
Henrico Doctors Hospital,10.0,10.0,NA
Henry Community Health,3.0,3.0,NA
Henry County Health Center,2.0,2.0,NA
Henry County Hospital,2.0,2.0,NA
Henry County Medical Center,2.0,2.0,NA
Henry Ford Allegiance Health (FKA Allegiance Health Hospital WA Foote Memorial Hospital),8.0,8.0,NA
Henry Ford Allegiance Specialty Hospital (FKA Carelink of Jackson),2.0,2.0,NA
Henry Ford Hospital,28.0,28.0,NA
Henry Ford Kingswood Hospital,0.0,0.0,NA
Henry Ford Macomb Hospital - Clinton Township,9.0,9.0,NA
Henry Ford Medical Center - Bloomfield Township,0.0,0.0,NA
Henry Ford West Bloomfield Hospital,5.0,5.0,NA
Henry Ford Wyandotte Hospital,11.0,11.0,NA
Henry Mayo Newhall Memorial Hospital,5.0,5.0,NA
Hereford Regional Medical Center (AKA Deaf Smith County Hospital District),1.0,1.0,NA
Herington Municipal Hospital,1.0,1.0,NA
Heritage Oaks Hospital,0.0,0.0,NA
Heritage Psychiatric Health Facility,0.0,0.0,NA
Heritage Valley Beaver,3.0,3.0,NA
Heritage Valley Kennedy (FKA Ohio Valley General Hospital),2.0,2.0,NA
Heritage Valley Sewickley,2.0,2.0,NA
Hermann Area District Hospital,1.0,1.0,NA
Hershel Woody Williams VA Medical Center (FKA Huntington VA Medical Center),2.0,2.0,NA
Heywood Hospital,3.0,3.0,NA
Hi Desert Medical Center,2.0,2.0,NA
Hialeah Hospital,9.0,9.0,NA
Hiawatha Community Hospital,2.0,2.0,NA
Hickory Trail Hospital,0.0,0.0,NA
Higgins General Hospital,2.0,2.0,NA
High Point Hospital,0.0,0.0,NA
High Ridge House,0.0,0.0,NA
Highland - Charleston Hospital,0.0,0.0,NA
Highland - Clarksburg Hospital,0.0,0.0,NA
Highland Community Hospital,3.0,3.0,NA
Highland District Hospital,2.0,2.0,NA
Highland Hospital,6.0,6.0,NA
Highland Ridge Hospital,0.0,0.0,NA
Highland Springs Hospital,0.0,0.0,NA
Highlands ARH Regional Medical Center (FKA Highlands Regional Medical Center),3.0,3.0,NA
Highlands Behavioral Health System,0.0,0.0,NA
Highlands Hospital,2.0,2.0,NA
Highlands Medical Center,2.0,2.0,NA
Highlands Regional Medical Center,4.0,4.0,NA
Highlands Rehabilitation Hospital,0.0,0.0,NA
Highlands-Cashiers Hospital,1.0,1.0,NA
Highline Medical Center,5.0,5.0,NA
Highpoint Health (FKA Dearborn County Hospital),3.0,3.0,NA
Highsmith-Rainey Specialty Hospital,2.0,2.0,NA
Hill Country Memorial Hospital,2.0,2.0,NA
Hill Crest Behavioral Health Services (FKA Hill Crest Hospital),1.0,1.0,NA
Hill Hospital of Sumter County,0.0,0.0,NA
Hill Regional Hospital,2.0,2.0,NA
Hillcrest Hospital,2.0,7.0,NA
Hillcrest Hospital Claremore,2.0,2.0,NA
Hillcrest Hospital Cushing,2.0,2.0,NA
Hillcrest Hospital Henryetta,1.0,1.0,NA
Hillcrest Hospital Pryor (FKA AllianceHealth - Pryor),2.0,2.0,NA
Hillcrest Hospital South (FKA Southcrest Hospital),6.0,6.0,NA
Hillcrest Medical Center,16.0,16.0,NA
Hills & Dales General Hospital,2.0,2.0,NA
Hillsboro Area Hospital,2.0,2.0,NA
Hillsboro Community Hospital,1.0,1.0,NA
Hillsdale Community Health Center (AKA Hillsdale Hospital),2.0,2.0,NA
Hillside Rehabilitation Hospital,1.0,1.0,NA
Hilo Medical Center,5.0,5.0,NA
Hilton Head Hospital,4.0,4.0,NA
Hiram W Davis Medical Center,0.0,0.0,NA
Hoag Hospital Newport Beach,20.0,20.0,NA
Hoag Orthopedic Institute,2.0,2.0,NA
Hoboken University Medical Center,3.0,3.0,NA
Hocking Valley Community Hospital,2.0,2.0,NA
Hodgeman County Health Center,0.0,0.0,NA
Holdenville General Hospital,2.0,2.0,NA
Holland Hospital,2.0,2.0,NA
Holly Hill Hospital,2.0,2.0,NA
Holmes Regional Medical Center,21.0,21.0,NA
Holston Valley Medical Center (FKA Wellmont Holston Valley Medical Center),15.0,15.0,NA
Holton Community Hospital,0.0,0.0,NA
Holy Cross Germantown Hospital,4.0,4.0,NA
Holy Cross Hospital,16.0,16.0,NA
Holy Family Hospital - Methuen,9.0,9.0,NA
Holy Family Memorial Medical Center (AKA HFM Medical Center),2.0,2.0,NA
Holy Name Medical Center (AKA Holy Name Health),6.0,6.0,NA
Holy Redeemer Hospital and Medical Center (AKA Holy Redeemer Health System),5.0,5.0,NA
Holy Rosary Healthcare,2.0,2.0,NA
Holyoke Medical Center (AKA Valley Health Systems),4.0,4.0,NA
Holzer Medical Center - Gallipolis,3.0,3.0,NA
Holzer Medical Center - Jackson,2.0,2.0,NA
Homestead Hospital,5.0,5.0,NA
HonorHealth Deer Valley Medical Center,7.0,7.0,NA
HonorHealth Greenbaum Surgical Specialty Hospital,0.0,0.0,NA
HonorHealth John C Lincoln Medical Center (FKA John C Lincoln North Mountain Hospital),8.0,8.0,NA
HonorHealth Rehabilitation Hospital (FKA Scottsdale Rehabilitation Hospital),0.0,0.0,NA
HonorHealth Scottsdale Osborn Medical Center,8.0,8.0,NA
HonorHealth Scottsdale Shea Medical Center,6.0,6.0,NA
HonorHealth Scottsdale Thompson Peak Medical Center,3.0,3.0,NA
Hood Memorial Hospital,2.0,2.0,NA
Hopedale Medical Complex,2.0,2.0,NA
Hopi Health Care Center,0.0,0.0,NA
Horizon Health (FKA Paris Community Hospital),1.0,1.0,NA
Horizon Medical Center (FKA Atrium Medical Center),2.0,2.0,NA
Horizon Specialty Hospital of Henderson,2.0,2.0,NA
